Site.No,Site.Name,Street.Address,County,city,state,zip,Type,ObjectId,x,y
24266,Suburban Airservice,520 Brock Bridge Road,Anne Arundel,Laurel,MD,20724,Violation,201,-76.82746101024,39.0767079912411
24318,Ferndale Shell FSH Incorporated,7177 Baltimore Annapolis Blvd,Anne Arundel,Glen Burnie,MD,21061,Violation,202,-76.641906964378,39.1870919983967
24389,Dillon's Bus Service,7479 New Ridge Road,Anne Arundel,Hanover,MD,21076,Violation,203,-76.7083789761278,39.1628750036464
24393,Aggregate Industries - Annapolis RMC,8000 Brock Bridge Road,Anne Arundel,Jessup,MD,20794,Violation,204,-76.7810647613604,39.1324364257891
24415,Atria Manresa Nursing Home,85 Manresa Rd,Anne Arundel,Annapolis,MD,21409,Violation,205,-76.4906869490865,39.0063342970438
24483,Chase Elementary School,11701 Eastern Ave,Baltimore,Middle River,MD,21220,Violation,206,-76.3930650221215,39.3438669899079
24703,Oldfields School,1500 Glencoe Rd,Baltimore,Sparks Glencoe,MD,21152,Violation,207,-76.624326006308,39.5550510099991
24824,"J. W. Treuth & Sons, Inc",328 Oella Avenue,Baltimore,Catonsville,MD,21228,Violation,208,-76.7763400343943,39.2719650127335
25245,Hilton Gardens Inn,4770 Owings Mills Boulevard,Baltimore,Owings Mills,MD,21117,Violation,209,-76.7967549975226,39.4028069823808
25373,Huntingtown High School,4125 Solomons Island Rd,Calvert,Huntingtown,MD,20639,Violation,210,-76.6078689772025,38.6184490187482
21077,"WPN Recycling Company, LLC",5101 Andard Avenue,Baltimore City,Curtis Bay,MD,21226,Violation,211,-76.582819994494,39.2201700059419
3563,"Integrity Recycling, Inc",7921 Philadelphia Rd,Baltimore,Rosedale,MD,21237,Violation,212,-76.5151340309102,39.3194469855338
21119,Frederick City WWTP,100 Treatment Plant Road,Frederick,Frederick,MD,21701,Violation,213,-77.382464034955,39.4260609798253
3630,Greenlight Biofuels,11508 E Maple Ave,Prince George's,Beltsville,MD,20705,Violation,214,-76.9022588514866,39.0428297636579
21242,LKQ Pick Your Part (1207),2801 Hawkins Point Rd,Baltimore City,Baltimore City,MD,21226,Violation,215,-76.5583959670337,39.202328998952
3640,Eden Wood Preserving LLC,28114 Old Eden Road,Wicomico,Fruitland,MD,21826,Violation,216,-75.6391811936745,38.2911467558656
21750,"Galesville Yacht Yard, Inc.",4805 Riverside Dr,Anne Arundel,Galesville,MD,20765,Violation,217,-76.5381010323021,38.8434819966606
3746,"Choptank Electric Cooperative, Inc.",24820 Meeting House Rd,Caroline,Denton,MD,21629,Violation,218,-75.8425240201525,38.8920749903161
21777,Waterview Property,3100 Waterview Ave,Baltimore City,Baltimore,MD,21230,Violation,219,-76.6270060356351,39.2560370078065
3944,National Security Agency,9800 Savage Road,Anne Arundel,Fort George G. Meade,MD,20755-6000,Violation,220,-76.7708580177623,39.1087649991742
21825,Brunswick WWTP,"20 C&O Canal Tow Path Rd, E",Frederick,Brunswick,MD,21716,Violation,221,-77.6206850159443,39.3086609844043
4013,Cambridge WWTP,1010 Roslyn Ave,Dorchester,Cambridge,MD,21613,Violation,222,-76.0589000009296,38.5648099931342
21829,Millington WWTP,227 Sassafras St,Queen Anne's,Millington,MD,21651,Violation,223,-75.8404080088564,39.2565149856254
4019,Broadneck Water Reclamation Facility,1340 Log Inn Road,Anne Arundel,Annapolis,MD,21409,Violation,224,-76.4068580307766,39.0256780008973
21831,Boone's Mobile Estates WWTP,1091 Marlboro Rd,Anne Arundel,Lothian,MD,20711,Violation,225,-76.6808350368037,38.8115189919393
4107,"Clean Harbors Laurel ,LLC",3527 Whiskey Bottom Road,Anne Arundel,Laurel,MD,20724-1403,Violation,226,-76.8154990286453,39.10145501579
21834,Leonardtown WWTP,22620 Van Wert lane,St. Mary's,Leonardtown,MD,20650,Violation,227,-76.6317849777252,38.2893869828158
4116,C P Crane Generating Station,1001 Carroll Island Rd,Baltimore,Middle River,MD,21220,Violation,228,-76.3653869724103,39.324273997449
21835,Delmar WWTP,30055 Connelly Mill Road,Wicomico,Delmar,MD,21875,Violation,229,-75.5697580311634,38.4271519853584
4162,J Lawrence Nicholson Landfill,23750 Larney Nick Rd,Kent,Chestertown,MD,21620,Violation,230,-76.1438039861406,39.2447749984266
21838,Woodlawn Mobile Home Estates WWTP,385 Camp Meeting Ground Rd,Cecil,Port Deposit,MD,21904,Violation,231,-76.0599210000304,39.6291689944746
4529,"McCormick & Company, Inc.",10901 Gilroy Road,Baltimore,Hunt Valley,MD,21031,Violation,232,-76.6594259800157,39.484679987733
21839,New Windsor WWTP,Water St,Carroll,New Windsor,MD,21776,Violation,233,-77.1101769261657,39.5438286429179
4880,AUTOMOTIVE MACHINE,310 Baltimore Ave,Garrett,Oakland,MD,21550,Violation,234,-79.3859409814511,39.4003619809554
21841,Oxford WWTP,103 J. L. Thompson Dr,Talbot,Oxford,MD,21654,Violation,235,-76.1691381983248,38.6811076967478
5030,WSSC Parkway WRRF,10100 Canadian Way,Prince George's,Laurel,MD,20708,Violation,236,-76.832011797316,39.0603075403765
21842,I-70 East Rest Area,"I-70 East, Mile Marker 39",Frederick,Myersville,MD,21773,Violation,237,-77.602840027741,39.5256799832876
5034,WSSC Western Branch WRRF,6600 Crain Hwy,Prince George's,Upper Marlboro,MD,20772,Violation,238,-76.7574908294164,38.7982144587497
21843,Swan Harbor Dell Mobile Home Park,40 Robin Hood Road,Harford,Havre De Grace,MD,21078,Violation,239,-76.1446259994228,39.5263729987593
5220,Mid Atlantic Baking Co,3800 E. Baltimore street,Baltimore City,Baltimore,MD,21224,Violation,240,-76.565299972743,39.2931459978381
21850,Union Bridge WWTP,115 W Locust St,Carroll,Union Bridge,MD,21791,Violation,241,-77.184583981399,39.5686719800826
5287,"Dominion Energy Cove Point LNG, LP",2100 Cove Point Road,Calvert,Lusby,MD,20657,Violation,242,-76.4071290174635,38.3891980157526
21857,Homestead Mobile Estates WWTP,27 Benjamin Park Dr,Cecil,Port Deposit,MD,21904,Violation,243,-76.0970912491082,39.6210345904635
5314,WSSC Potomac WFP Water Filtration Plant,12200 River Rd,Montgomery,Potomac,MD,20854,Violation,244,-77.2535510351044,39.0400540129101
21858,Highland View Academy WWTP,10335 Academy Drive,Washington,Hagerstown,MD,21740,Violation,245,-77.6123734211516,39.5959919108665
21865,Thunderbird Motel WWTP,11050 Crain Hwy,Charles,Newburg,MD,20664,Violation,246,-76.952941034452,38.4091720073206
21866,Clear Spring WWTP,13081 Burnie Kinsell Dr,Washington,Clear Spring,MD,21722,Violation,247,-77.9240799871153,39.6488900201539
21868,Old South Mountain Inn,6132 Old National Pike,Frederick,Boonsboro,MD,21713,Violation,248,-77.6204476424187,39.4847768749584
21876,Swan Point WWTP,12100 Swan Point Rd,Charles,Issue,MD,20664,Violation,249,-76.8982954610968,38.2904673811288
21877,Cedar Mobile Home Park WWTP,18240 Lepore Rd,Caroline,Marydel,MD,21649,Violation,250,-75.7556689785861,39.1073230186349
21878,Talbot County Region V WWTP,21345 Seth Ave,Talbot,Tilghman,MD,21671,Violation,251,-76.3377771551348,38.7141678580272
21881,Susquehanna Water Filtration Plant,1507 Frenchtown Rd,Cecil,Perryville,MD,21903,Violation,252,-76.0842170364273,39.5783050079911
21898,Talbot Trailer Park,9538 Black Dog Alley,Talbot,Easton,MD,21601,Violation,253,-76.0531039979529,38.809690018275
21901,North Carroll Shopping Plaza,2320 Hanover Pike,Carroll,Hampstead,MD,21074,Violation,254,-76.8683139872667,39.6382719927994
21913,Baltimore City Water Supply System,Various locations,Baltimore City,Baltimore,MD,21202,Violation,255,-76.6073358001319,39.2928336999008
22049,Allan Myers MD - Joppa,"2203 Old Mountain Rd Central, Old Mountain Rd at Chand Rd",Harford,Joppa,MD,21085,Violation,256,-76.3644381942651,39.462858941415
22054,"Larry E. Knight, Inc.",12200 Owings Mills Blvd,Baltimore,Glyndon,MD,21071,Violation,257,-76.8002479878087,39.4583049878847
22065,Daniel G. Schuster Inc.- Jessup,10782 Guilford Road,Howard,Jessup,MD,20794,Violation,258,-76.798042038983,39.1322909895119
22084,Green Opportunities Corporation,227 Oldtown Road,Caroline,Goldsboro,MD,21636,Violation,259,-75.786991390997,39.0316870757871
22091,General Electric,238 Belvidere Rd,Cecil,Perryville,MD,21903,Violation,260,-76.0160330199006,39.5923690030847
22119,"Howlin Concrete, Inc. - Owings Batch Plant",1038 E Chesapeake Beach Rd,Calvert,Owings,MD,20736,Violation,261,-76.5876450830402,38.7062185459367
22125,Chaney Enterprises - Seat Pleasant,45 Yost Place,Prince George's,Seat Pleasant,MD,20785,Violation,262,-76.9030453247212,38.8886962452208
22127,Chaney Enterprises - Upper Marlboro,5200 Chrysler Drive,Prince George's,Upper Marlboro,MD,20772,Violation,263,-76.7391427406366,38.8169811009257
22149,Dorchester Crab Company,2076 Wingate Bishops Head Rd,Dorchester,Wingate,MD,21675,Violation,264,-76.0815250199811,38.2802370046347
22156,Three Ann's Seafood,1123 Keys Rd,Dorchester,Fishing Creek,MD,21634,Violation,265,-76.2279250177161,38.3153329968958
22169,Town of Galena WWTP,13265 Augustine Herman Hwy,Kent,Galena,MD,21635,Violation,266,-75.8868180199262,39.3386130032413
22171,Chestertown WWTP,25792 John Hanson Rd,Kent,Chestertown,MD,21620,Violation,267,-76.0766999781473,39.1994599992332
22172,Mount Airy WWTP,7245 Ridge Rd,Carroll,Mount Airy,MD,21771,Violation,268,-77.1276919811314,39.3675759990446
22175,Marlay-Taylor Water Reclamation Facility,48020 Pine Hill Run Rd.,St. Mary's,Lexington Park,MD,20653,Violation,269,-76.4147169159886,38.2643696826215
22178,Relax Inn WWTP,9340 Crain Hwy,Charles,Bel Alton,MD,20611,Violation,270,-76.9899339776523,38.4556769851418
22182,"Mountaire Farms, Inc. - Westover Feed Mill",30607 Revells Neck Rd,Somerset,Westover,MD,21871,Violation,271,-75.6934340181975,38.1492859864661
22190,A & X Steel and Aluminum Co.,2825 Annapolis Rd,Baltimore City,Baltimore,MD,21230,Violation,272,-76.638268966242,39.2542320066104
22193,Riddle Farm WWTP,11401 Grays Corner Road,Worcester,Berlin,MD,21811,Violation,273,-75.1586179686833,38.3427043954786
22199,Rocko Meats,12623 Catoctin Furnace Rd,Frederick,Thurmont,MD,21788,Violation,274,-77.4330309676627,39.5804429798108
22208,Middletown East WWTP,7320 Holter Rd,Frederick,Middletown,MD,21769,Violation,275,-77.5350290060933,39.4313269944498
22236,Lions Camp Merrick,3650 Rick Hamilton Place,Charles,Nanjemoy,MD,20662,Violation,276,-77.211705975746,38.3684039806352
22262,Capri Condominium,11000 Coastal Hwy,Worcester,Ocean City,MD,21842,Violation,277,-75.0569100285973,38.4174299839738
25374,Calverton School,300 Calverton School Road,Calvert,Huntingtown,MD,20639,Violation,278,-76.6075020172055,38.5894309952226
25560,Taneytown Wastewater Treatment Plant,3200 Whippoorwill Drive,Carroll,Taneytown,MD,21787,Violation,279,-77.1997500290334,39.6634969951817
25771,Gale-Bailey Elementary School,4740 Pisgah-Marbury Road,Charles,Marbury,MD,20658,Violation,280,-77.150438035591,38.5611219978162
25781,Piccowaxen Middle School,12834 Rock Point Rd,Charles,Newburg,MD,20664,Violation,281,-76.9412181942674,38.3597276815678
25886,"Charles County Nursing & Rehab Center, Inc.",10200 La Plata Road,Charles,La Plata,MD,20646,Violation,282,-76.9584509626382,38.5335130143371
25927,North Dorchester High School,5875 Cloverdale Rd,Dorchester,Hurlock,MD,21643,Violation,283,-75.8796570493332,38.579085738013
25951,"Norris E. Taylor Contractors, Inc.",9 Washington Street,Dorchester,Cambridge,MD,21613,Violation,284,-76.0690027330926,38.5607331093858
26474,APG-Aberdeen Area,Aberdeen Area- APG,Harford,Aberdeen Proving Ground,MD,21005,Violation,285,-76.1393868998199,39.4870956081651
26971,Betterton WWTP,28 Third Ave,Kent,Betterton,MD,21610,Violation,286,-76.0583379942266,39.3673340136862
28150,WSSC Piscataway WRRF,11 W Farmington Rd,Prince George's,Accokeek,MD,20607,Violation,287,-76.9959925006943,38.6887275045983
28336,Chaney Enterprises,5200 Chrysler Way,Prince George's,Upper Marlboro,MD,20772,Violation,288,-76.7391427406366,38.8169811009257
28428,Mobil,7110 Crain Hwy,Prince George's,Bowie,MD,20715,Violation,289,-76.7114175141016,38.9834926591833
28954,Recycle One Processing & Transfer Station,4700 Lawrence Street,Prince George's,Hyattsville,MD,20781,Violation,290,-76.9351209403618,38.9311112317788
29004,"Aggregate & Dirt Solutions, LLC",5900 Sheriff Road,Prince George's,Capitol Heights,MD,20743,Violation,291,-76.903793661777,38.9077887123706
29018,"United Road Services, Inc.",2155-C Northbridge Ave,Baltimore City,Curtis Bay,MD,21226,Violation,292,-76.5702530074369,39.2303010027948
29138,Eastern Pre-Release Unit,700 Flat Iron Square Rd,Queen Anne's,Church Hill,MD,21623,Violation,293,-75.9860259737293,39.1137879805962
29661,Salisbury Armory,28722 Ocean Gateway,Wicomico,Salisbury,MD,21801,Violation,294,-75.6162459944402,38.3761919842905
29684,Mardela Middle & High Schools,24940 Delmar Rd,Wicomico,Mardela Springs,MD,21837,Violation,295,-75.7465939766004,38.4652390186868
29763,Newland Park Municipal Landfill,7161 Brick Kiln Rd,Wicomico,Salisbury,MD,21801,Violation,296,-75.6340690215298,38.3882739949406
29808,"Jubilant Cadista Pharmaceuticals, Inc.",207 Kiley Drive,Wicomico,Salisbury,MD,21801,Violation,297,-75.5747959746179,38.403141982109
29895,Hooper's Crab House,12913 Ocean Gateway,Worcester,West Ocean City,MD,21842,Violation,298,-75.1010108106348,38.3352105439148
31218,"Emanuel Tire, LLC",1300 Moreland Ave,Baltimore City,Baltimore,MD,21216,Violation,299,-76.6562179739653,39.303562985213
31284,"P & J Contracting Company, Inc.",4300 Shannon Dr.,Baltimore City,Baltimore,MD,21213,Violation,300,-76.5527299682449,39.3128099849449
31394,Baltimore County Sanitary Sewer Overflows,County Wide Sewerage System,Baltimore,County-wide,MD,0,Violation,301,-76.1587300003377,38.8181992843377
31395,Baltimore City Sanitary Sewer Overflows,City Wide Sewerage System,Baltimore City,Baltimore,MD,0,Violation,302,-76.6092599995553,39.2905800002388
31396,Anne Arundel County Sanitary Sewer Overflows,"County Wide Sewerage System, Anne Arundel County",Anne Arundel,County-wide,MD,0,Violation,303,-76.6032859792354,39.0088971512755
31397,Calvert County Sanitary Sewer Overflows,County Wide Sewerage System,Calvert,Calvert County Wide,MD,,Violation,304,-75.9831100000962,39.7002999998996
31398,Charles County Sanitary Sewer Overflows,County Wide Sewerage System,Charles,County-wide,MD,0,Violation,305,-76.1587300003377,38.8181992843377
31401,Saint Mary's County Sanitary Sewer Overflows,County Wide Sewerage System,St. Mary's,County-wide,MD,0,Violation,306,-76.1587300003377,38.8181992843377
31402,Carroll County Sanitary Sewer Overflows,County Wide Sewerage System,Carroll,County-wide,MD,0,Violation,307,-76.1587300003377,38.8181992843377
31403,Frederick County Sanitary Sewer Overflows,County Wide Sewerage System,Frederick,County-wide,MD,0,Violation,308,-76.1587300003377,38.8181992843377
31404,Garrett County Sanitary Sewer Overflows,County Wide Sewerage System,Garrett,County-wide,MD,0,Violation,309,-76.1587300003377,38.8181992843377
31406,Washington County Sanitary Sewer Overflows,County Wide Sewerage System,Washington,County-wide,MD,0,Violation,310,-76.1587300003377,38.8181992843377
31407,Cecil County Sanitary Sewer Overflows,County Wide Sewerage System,Cecil,County-wide,MD,0,Violation,311,-76.1587300003377,38.8181992843377
31408,Harford County Sanitary Sewer Overflows,County Wide Sewerage System,Harford,County-wide,MD,0,Violation,312,-76.1587300003377,38.8181992843377
31409,Howard County Sanitary Sewer Overflows,County Wide Sewerage System,Howard,County-wide,MD,0,Violation,313,-76.1587300003377,38.8181992843377
31411,Kent County Sanitary Sewer Overflows,County Wide Sewerage System,Kent,County-wide,MD,0,Violation,314,-76.1587300003377,38.8181992843377
31412,Queen Anne's County Sanitary Sewer Overflows,County Wide Sewerage System,Queen Anne's,County-wide,MD,0,Violation,315,-76.1587300003377,38.8181992843377
31413,Somerset County Sanitary Sewer Overflows,County Wide Sewerage System,Somerset,County-wide,MD,0,Violation,316,-76.1587300003377,38.8181992843377
31414,Talbot County Sanitary Sewer Overflows,County Wide Sewerage System,Talbot,County-wide,MD,0,Violation,317,-76.1587300003377,38.8181992843377
31416,Worcester County Sanitary Sewer Overflows,County Wide Sewerage System,Worcester,County-wide,MD,0,Violation,318,-76.1587300003377,38.8181992843377
31417,Washington Suburban Sanitary Commission Sanitary Sewer Overflows,Sewerage Systems in Montgomery & Prince George's Counties,Statewide,PG & Montgolery Counties,MD,0,Violation,319,-78.7546599137852,39.6403150401122
31447,Abner's Marina,3705 Harbor Road,Calvert,Chesapeake Beach,MD,20732,Violation,320,-76.5394429751994,38.6886389921032
31553,"Kemira Water Solutions, Inc. - Baltimore Plant",3925 Fort Armistead Road,Baltimore City,Curtis Bay,MD,21226,Violation,321,-76.5402560197018,39.2064489979253
31562,"Greenlight Biofuels Princess Anne, LLC",11501 Progress Lane,Somerset,Princess Anne,MD,21853,Violation,322,-75.6867279930919,38.1969949828289
31572,Fuel City - 2815 Chestnut Ridge Rd,2815 Chestnut Ridge Rd,Garrett,Grantsville,MD,21536,Violation,323,-79.1033899593806,39.6915070103616
31698,Camp Winona,6825 Winona Place,Charles,Hughesville,MD,20637,Violation,324,-76.7559219693834,38.5231899884596
31775,Maryland Correctional Institution (MCI) WWTP,18901 Roxbury Road,Washington,Hagerstown,MD,21740,Violation,325,-77.7084597239525,39.561795794566
31782,Brandon Shores Generating Station,"2030 Brandon Shores Rd,",Anne Arundel,Curtis Bay,MD,21226,Violation,326,-76.533296723585,39.1797595956637
31795,Lake Haven Mobile Home Park WWTP,11003 Grays Corner Rd,Worcester,Berlin,MD,21811,Violation,327,-75.1769434810033,38.3493414413551
5315,WSSC Seneca WRRF,12600 Great Seneca Hwy,Montgomery,Germantown,MD,20874,Violation,328,-77.2756429660186,39.1426829986669
5462,Salisbury University,1101 Camden Avenue,Wicomico,Salisbury,MD,21801-6860,Violation,329,-75.6058840336391,38.3453290203773
5535,Chesapeake High School,4798 Mountain Rd,Anne Arundel,Pasadena,MD,21122,Violation,330,-76.4621840402303,39.11081399748
5821,Ashburton Water Treatment Plant,3001 Druid Park Drive,Baltimore City,Baltimore,MD,21215,Violation,331,-76.6626270286144,39.3221470060907
6191,"Valley Proteins, Inc. - Linkwood",5420 Linkwood Road,Dorchester,Linkwood,MD,21835,Violation,332,-75.9355451984404,38.556001815953
6370,Hollinswood Sunoco,3302 Annapolis Rd,Baltimore City,Baltimore,MD,21230,Violation,333,-76.6399789587927,39.2495170184821
6568,College Of Southern Maryland,8730 Mitchell Rd,Charles,La Plata,MD,20646,Violation,334,-77.0095710159141,38.56022199076
6755,Transaxle (LKQ Easton),29376 Matthestown Rd,Talbot,Easton,MD,21601,Violation,335,-76.0572459994723,38.7801749903994
7217,Bohemia Vista Yacht Basin Inc,140 Bohemia Vista Marina Rd,Cecil,Chesapeake City,MD,21915,Violation,336,-75.9016109891382,39.4878830059963
7235,Koons Easton Toyota,6730 Ocean Gateway,Talbot,Easton,MD,21601,Violation,337,-76.0695379771866,38.73300599776
