"","Site.No","Site.Name","Street.Address","City..State.Zip","County","Inspection.Type","Inspection.Date","Permit.No","NPDES.No","Complaint.Tracking.No","Inspection.Reason","Site.Status","Site.Condition","Recommended.Actions","Compliance.Assist.","Latitude","Longitude"
"81",145066,"UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center)","0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center","College Park,MD,20740","Prince George's","State_federal SWM","03/02/2017","14-SF-0181","MDRCQS05B",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"82",144271,"FR DPW-Bridge No F-20-04-Lewistown Road","Lewistown Road over Fishing Creek, Lewistown Road approximately 0.5 miles east of Hessong Bridge Road.","Thurmont,MD,21788","Frederick","Waterway Construction","03/17/2017","14-NT-3253",NA,NA,NA,"Complete","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"83",150623,"St Charles Community LLC-Village of Wooded Glen Neighborhood 2","S side of St. Charles Pkwy, 2 miles S of the intersection of St. Charles Parkway and Bill, 2 miles S of the intersection of St. Charles Pkwy and, Billingsley Rd","Saint Charles,MD,20602","Charles","NPDES Construction Activity","03/28/2017",NA,"MDRCI01WE",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"84",139123,"WSSC-Piney Branch Road","Piney Branch Road, Northwest branch of the Anacostia River, Rte 650 south to Rt 320, turn right for 100 ft.","Adelphi,MD,20783","Prince George's","Nontidal Wetlands","04/03/2017","12-NT-0443",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"85",156665,"MNCPPC-Wooden Bridge Road Water Main Emergency Repair","30 yards past the dead end of Wooden Bridge Rd in Watts Branch, East of 9501 Overlea Dr, 39.062578, -77.194427","Rockville,MD,20850","Montgomery","Waterway Construction","04/04/2017",NA,NA,"17-3089",NA,"Active - No work today","Additional Investigation Required","Additional Investigation Required,Refer to Others (See Findings)","N",NA,NA
"86",156665,"MNCPPC-Wooden Bridge Road Water Main Emergency Repair","30 yards past the dead end of Wooden Bridge Rd in Watts Branch, East of 9501 Overlea Dr, 39.062578, -77.194427","Rockville,MD,20850","Montgomery","Nontidal Wetlands","04/04/2017",NA,NA,"17-3089",NA,"Active - No work today","Additional Investigation Required","Additional Investigation Required,Refer to Others (See Findings)","N",NA,NA
"87",137894,"Towson University - Osler Drive","Towson University - Osler Drive, adjacent to the driveway to the Union Garage off of Osler Drive, just south of intersection, with Towsontown Bld","Towson,MD,21284","Baltimore","Waterway Construction","04/20/2017","13-NT-0048",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"88",66329,"Project - NIH J.E. Porter Neuroscience Research Center (NRC) Phase I","J.E. Porter Neuroscience Research Center (NRC) Phase Iilding 13/2W64, roject - NIH J.E. Porter Neuroscience Research Center (NRC) Phase I","Bethesda,MD,20892","Montgomery","State_federal SWM","04/20/2017","10-SF-0023",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"89",151324,"Pearce Creek Water Service Area Transmission Main and Distribution System","project is located along Crystal Beach Rd (Rte 282), Grove Neck Rd, Pond Neck Rd,, and streets within West View Shores, Bay View Estates, Sunset Point","Cecilton,MD,21919","Cecil","Sediment_Erosion","04/24/2017",NA,"MDRCH0230",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"90",151324,"Pearce Creek Water Service Area Transmission Main and Distribution System","project is located along Crystal Beach Rd (Rte 282), Grove Neck Rd, Pond Neck Rd,, and streets within West View Shores, Bay View Estates, Sunset Point","Cecilton,MD,21919","Cecil","NPDES Construction Activity","04/24/2017",NA,"MDRCH0230",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"91",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","04/25/2017","14-SF-0063",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"92",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","NPDES Construction Activity","04/25/2017","14-SF-0063",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"93",142582,"City of Frederick-Waterford Park","Waterford Park, Located on Rosemont Avenue, West of Frederick Freeway, MD 15, across from Biggs Avenue","Frederick,MD,21701","Frederick","NPDES Construction Activity","05/02/2017","14-NT-3122","MDRCK01M4",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"94",142582,"City of Frederick-Waterford Park","Waterford Park, Located on Rosemont Avenue, West of Frederick Freeway, MD 15, across from Biggs Avenue","Frederick,MD,21701","Frederick","Waterway Construction","05/02/2017","14-NT-3122","MDRCK01M4",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"95",145066,"UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center)","0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center","College Park,MD,20740","Prince George's","NPDES Construction Activity","05/03/2017","14-SF-0181","MDRCQS05B",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"96",145066,"UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center)","0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center","College Park,MD,20740","Prince George's","State_federal SWM","05/03/2017","14-SF-0181","MDRCQS05B",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"97",140617,"City of Rockville-Bridge No MR-13-Crofton Hill Lane","Crofton Hill Lane, Bridge No. MR-13 on Crofton Hill Lane near Montgomery Avenue over a Tributary to Watts Branch","Rockville,MD,20850","Montgomery","Waterway Construction","05/05/2017","13-NT-3192",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"98",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","05/15/2017","14-SF-0063",NA,NA,NA,"Active","Noncompliance","Refer to Others (See Findings)","N",NA,NA
"99",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","05/16/2017","14-SF-0063",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"100",155382,"Solomons Island Road Sidewalk Improvements","located on Solomons Island South Rd starting from approximately 440' N of Langley Ln, to the intersection of Alexander Lane","Solomons Island,MD,20868","Calvert","Sediment_Erosion","05/17/2017","15-CA-0142",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"101",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","State_federal SWM","05/31/2017","17-SF-0024","MDRCK02QS",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"102",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","NPDES Construction Activity","05/31/2017","17-SF-0024","MDRCK02QS",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"103",145066,"UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center)","0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center","College Park,MD,20740","Prince George's","NPDES Construction Activity","06/02/2017","14-SF-0181","MDRCQS05B",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"104",145066,"UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center)","0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center","College Park,MD,20740","Prince George's","State_federal SWM","06/02/2017","14-SF-0181","MDRCQS05B",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"105",144271,"FR DPW-Bridge No F-20-04-Lewistown Road","Lewistown Road over Fishing Creek, Lewistown Road approximately 0.5 miles east of Hessong Bridge Road.","Thurmont,MD,21788","Frederick","Waterway Construction","06/05/2017","14-NT-3253",NA,NA,NA,"Complete","Corrective Actions Required","Continue Routine Inspection","N",NA,NA
"106",142582,"City of Frederick-Waterford Park","Waterford Park, Located on Rosemont Avenue, West of Frederick Freeway, MD 15, across from Biggs Avenue","Frederick,MD,21701","Frederick","Waterway Construction","06/19/2017","14-NT-3122","MDRCK01M4",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"107",142582,"City of Frederick-Waterford Park","Waterford Park, Located on Rosemont Avenue, West of Frederick Freeway, MD 15, across from Biggs Avenue","Frederick,MD,21701","Frederick","NPDES Construction Activity","06/19/2017","14-NT-3122","MDRCK01M4",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"108",145066,"UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center)","0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center","College Park,MD,20740","Prince George's","NPDES Construction Activity","06/21/2017","14-SF-0181","MDRCQS05B",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"109",145066,"UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center)","0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center","College Park,MD,20740","Prince George's","State_federal SWM","06/21/2017","14-SF-0181","MDRCQS05B",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"110",138638,"Sassafras River Association","MD Rte 301, Project involves +/- 2,000 feet of tributary stream from the weigh station on the west side of, Rte 301 north of the Sassafras River bridge","Cecilton,MD,21913","Cecil","Nontidal Wetlands","06/27/2017","13NT3020,16CE0116","MDRCH0239",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"111",138638,"Sassafras River Association","MD Rte 301, Project involves +/- 2,000 feet of tributary stream from the weigh station on the west side of, Rte 301 north of the Sassafras River bridge","Cecilton,MD,21913","Cecil","Sediment_Erosion","06/27/2017","13NT3020,16CE0116","MDRCH0239",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"112",138638,"Sassafras River Association","MD Rte 301, Project involves +/- 2,000 feet of tributary stream from the weigh station on the west side of, Rte 301 north of the Sassafras River bridge","Cecilton,MD,21913","Cecil","NPDES Construction Activity","06/27/2017","13NT3020,16CE0116","MDRCH0239",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"113",150623,"St Charles Community LLC-Village of Wooded Glen Neighborhood 2","S side of St. Charles Pkwy, 2 miles S of the intersection of St. Charles Parkway and Bill, 2 miles S of the intersection of St. Charles Pkwy and, Billingsley Rd","Saint Charles,MD,20602","Charles","Waterway Construction","07/18/2017","15-NT-0383",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"114",149126,"UM Shady Grove/Bio Science and Engineering Bldg.","Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding","College Park,MD,20742","Prince George's","Nontidal Wetlands","07/24/2017","15-NT-3223,16-SF-0044","MDRCPS0DD",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"115",149126,"UM Shady Grove/Bio Science and Engineering Bldg.","Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding","College Park,MD,20742","Prince George's","State_federal SWM","07/24/2017","15-NT-3223,16-SF-0044","MDRCPS0DD",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"116",149126,"UM Shady Grove/Bio Science and Engineering Bldg.","Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding","College Park,MD,20742","Prince George's","NPDES Construction Activity","07/24/2017","15-NT-3223,16-SF-0044","MDRCPS0DD",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"117",157620,"NPS-C and O Canal NHP-Paw Paw Slope Stabilization","Chesapeake and Ohio Towpath, approximately 1.1 miles north of Paw Paw Tunnel Parking Lot, 39.560065, -78.461269","Oldtown,MD,21555","Allegany","Waterway Construction","08/01/2017","17-NT-3192",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"118",157620,"NPS-C and O Canal NHP-Paw Paw Slope Stabilization","Chesapeake and Ohio Towpath, approximately 1.1 miles north of Paw Paw Tunnel Parking Lot, 39.560065, -78.461269","Oldtown,MD,21555","Allegany","Nontidal Wetlands","08/01/2017","17-NT-3192",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"119",149126,"UM Shady Grove/Bio Science and Engineering Bldg.","Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding","College Park,MD,20742","Prince George's","NPDES Construction Activity","08/09/2017","15-NT-3223,16-SF-0044","MDRCPS0DD",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"120",149126,"UM Shady Grove/Bio Science and Engineering Bldg.","Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding","College Park,MD,20742","Prince George's","State_federal SWM","08/09/2017","15-NT-3223,16-SF-0044","MDRCPS0DD",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"121",149126,"UM Shady Grove/Bio Science and Engineering Bldg.","Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding","College Park,MD,20742","Prince George's","Nontidal Wetlands","08/09/2017","15-NT-3223,16-SF-0044","MDRCPS0DD",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"122",152512,"Demolition Plan for M.E.L.P.","situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek","Hagerstown,MD,21740","Washington","NPDES Construction Activity","08/11/2017","13-DP-3794,15-WA-0145","MDRCV02DR",NA,NA,"Active - No work today","Noncompliance","Continue Routine Inspection","N",NA,NA
"123",152512,"Demolition Plan for M.E.L.P.","situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek","Hagerstown,MD,21740","Washington","Sediment_Erosion","08/11/2017","13-DP-3794,15-WA-0145","MDRCV02DR",NA,NA,"Active - No work today","Noncompliance","Continue Routine Inspection","N",NA,NA
"124",152512,"Demolition Plan for M.E.L.P.","situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek","Hagerstown,MD,21740","Washington","NPDES Industrial Minor Surface Water","08/11/2017","13-DP-3794,15-WA-0145","MDRCV02DR",NA,NA,"Active - No work today","Noncompliance","Continue Routine Inspection","N",NA,NA
