"","Site.No","Site.Name","Street.Address","County","City..State.Zip","Type"
"250",22262,"Capri Condominium","11000 Coastal Hwy","Worcester","Ocean City,MD,21842","Violation"
"251",22310,"Clearview Golf & Country Club","5650 Country Club Rd","Dorchester","Cambridge,MD,21613","Violation"
"252",22477,"Beachmont, Inc.","6433 Mount Vista Rd","Baltimore","Kingsville,MD,21087","Violation"
"253",22525,"Wynnewood Recreation Center","5731 Oakland Rd","Baltimore","Baltimore,MD,21227","Violation"
"254",22881,"Hunter's Oak Golf & Country Club","500 Amberly Farm Lane","Queen Anne's","Queenstown,MD,21658","Violation"
"255",22892,"The Trustees of the Peninsula-Delaware Conference of the United Methodist Church","136 Bookers Wharf Road","Queen Anne's","Centreville,MD,21617","Violation"
"256",22894,"Roland Park Swimming Pool","5021 Lawndale Ave","Baltimore City","Baltimore,MD,21210","Violation"
"257",22913,"Castaways RV Resort and Campground","12550 Eagles Nest Rd","Worcester","Berlin,MD,21811","Violation"
"258",22919,"Sudlersville WWTP","416 S Church St, at inetrsection of Goldsboro Rd & Elevator Rd","Queen Anne's","Sudlersville,MD,21668","Violation"
"259",22924,"Waysons Mobile Court WWTP","105 S 5th St","Anne Arundel","Lothian,MD,20711","Violation"
"260",22926,"Patuxent Mobile Estates","5380 Sands Rd","Anne Arundel","Lothian,MD,20711","Violation"
"261",22927,"Summerhill Mobile Home Park WWTP","1701 Crownsville Rd, on unpaved Rd onsite","Anne Arundel","Crownsville,MD,21032","Violation"
"262",22929,"Maple Hill Mobile Home Park","3 Buttonwood Lane","Cecil","Port Deposit,MD,21904","Violation"
"263",22930,"Caroline Acres Mobile Home Community","16866 Henderson Road","Caroline","Henderson,MD,21640","Violation"
"264",22933,"GenON MD Ash Management LLC Brandywine","11700 N Keys Rd","Prince George's","Brandywine,MD,20613","Violation"
"265",22934,"Charlotte Hall Center, Inc. WWTP","29940 Three Notch Rd","St. Mary's","Charlotte Hall,MD,20622","Violation"
"266",22941,"Horizon Organic Dairy, LLC","11471 Augustine Herman Hwy","Kent","Kennedyville,MD,21645","Violation"
"267",22943,"BFS-Bruceton Farm Servcies Truck Stop WWTP","4168 National Pike","Garrett","Grantsville,MD,21536","Violation"
"268",22949,"Sysco Eastern Maryland, LLC","33239 Costen Road","Somerset","Pocomoke City,MD,21851","Violation"
"269",22950,"Westernport - Washington Street CSO","Washington St","Allegany","Westernport,MD,21562","Violation"
"270",22962,"Lisbon Shopping Plaza","700-712 Lisbon Center Dr","Howard","Woodbine,MD,21797","Violation"
"271",22963,"Preserve at Wye Mills WWTP","13525 Rustling Oaks Drive","Talbot","Wye Mills,MD,21679","Violation"
"272",22968,"The Arena Club","2304 Churchville Road","Harford","Bel Air,MD,21015","Violation"
"273",22972,"Calvert Gateway WWTP and WTP","10760 Town Center Blvd, Rte 4 & Town Center","Calvert","Dunkirk,MD,20754","Violation"
"274",22987,"Stoney Creek Bridge Marina","430 Greenland Beach Rd","Anne Arundel","Baltimore,MD,21226","Violation"
"275",23001,"Middle Branch Marina","3301 Waterview Ave, Middle Branch Pk","Baltimore City","Baltimore,MD,21230","Violation"
"276",23058,"Baltimore Scrap Corporation","3000 Vera St","Baltimore City","Curtis Bay,MD,21226","Violation"
"277",23097,"Johnson Lumber Company, Inc.","11561 Longwoods Rd.","Talbot","Easton,MD,21601-6141","Violation"
"278",23103,"LKQ Pick Your Part (1209)","1706 Pulaski hwy","Harford","Edgewood,MD,21040","Violation"
"279",23158,"Valleywood Industries, Inc.","6600 Landay Avenue","Baltimore City","Baltimore,MD,21237","Violation"
"280",23169,"Seymour, Inc","30085 Charlotte Hall Rd","St. Mary's","Charlotte Hall,MD,20622","Violation"
"281",23178,"Y & R Eastside Auto Recycling","4725 Erdman Ave","Baltimore City","Baltimore,MD,21205","Violation"
"282",23205,"LKQ Pick Your Part (1205)","6201 Erdman Ave","Baltimore City","Baltimore,MD,21205","Violation"
"283",23210,"Universal Distribution Services, Inc","4000 Universal Trade Dr","Baltimore","Dundalk,MD,21222","Violation"
"284",23213,"Banks Auto Recyclers","1046 Conowingo Rd","Cecil","Conowingo,MD,21918","Violation"
"285",23243,"Forty West Municipal Landfill","12630 Earth Care Rd","Washington","Hagerstown,MD,21740","Violation"
"286",23426,"Cecilton WWTP","256 N Bohemia Ave","Cecil","Cecilton,MD,21913","Violation"
"287",23427,"Town of Myersville-WWTP","Milt Summers Road","Frederick","Myersville,MD,21773","Violation"
"288",23434,"Smithsburg WWTP","22523 Leitersburg - Smithburg Rd","Washington","Smithsburg,MD,21783","Violation"
"289",23440,"Patuxent River 4-H Center Foundation, Inc.","18405 Queen Anne Rd","Prince George's","Upper Marlboro,MD,20774","Violation"
"290",23448,"Aberdeen Area Wastewater Treatment Plant","6375 Static St","Harford","Aberdeen Proving Ground,MD,21005","Violation"
"291",23458,"Burch Farms","Mt. Wolfe Rd & Indian Creek Dr","St. Mary's","Charlotte Hall,MD,20622","Violation"
"292",23460,"Marley Run WWTP","785 Marley Run Dr","Calvert","Huntingtown,MD,20639","Violation"
"293",23461,"Splash 'n Dash Car Wash","2266 Solomons Island Road","Calvert","Huntingtown,MD,20639","Violation"
"294",23475,"Western Regional Park","2380 State Rte 97, 14700-15036 Carrs Mill Rd","Howard","Cooksville,MD,21723","Violation"
"295",23477,"Ridgely WWTP","23236 Belle St","Caroline","Ridgely,MD,21660","Violation"
"296",23478,"Town of Indian Head WWTP","1 Hailey Rd","Charles","Indian Head,MD,20640","Violation"
"297",23479,"Grantsville WWTP","10300 Block of National Pike","Garrett","Grantsville,MD,21536","Violation"
"298",23481,"Hancock WWTP","Hess Road (NE of Hancock)","Washington","Hancock,MD,21750","Violation"
"299",23482,"The City of Westminster WWTP","1161 Old New Windsor Pike","Carroll","Westminster,MD,21158","Violation"
"300",23483,"Willards WWTP","36222 Poplar Neck Rd","Wicomico","Willards,MD,21874","Violation"
"301",23493,"Eastern Correctional Institution WTP and WWTP","30209 Perry Road","Somerset","Westover,MD,21871","Violation"
"302",23511,"One Town Center","4201 Northview Dr","Prince George's","Bowie,MD,20716","Violation"
"303",23521,"Fairmount WWTP","8104 Hall's Creek Rd","Somerset","Westover,MD,21871","Violation"
"304",23540,"Sheehy Lexus of Annapolis","121 Ferguson Rd","Anne Arundel","Annapolis,MD,21409","Violation"
"305",23545,"Mirant - Westland Flyash Site","20831 Martinsburg Rd","Montgomery","Dickerson,MD,20842","Violation"
"306",23546,"Chesapeake City North WWTP","90 Boatyard Rd","Cecil","Chesapeake City,MD,21915","Violation"
"307",23547,"Trout Run WWTP","1156 Norris Welch Rd","Garrett","Oakland,MD,21550","Violation"
"308",23550,"Maryland Manor Mobile Home Park WWTP","4642 Sands Rd","Anne Arundel","Harwood,MD,20776","Violation"
"309",23551,"GenOn MD Ash Management LLC-Faulkner Flyash Management Site","10200 Faulkner Road","Charles","Faulkner,MD,20664","Violation"
"310",23555,"Hernwood Landfill","10900 Furman Lane","Baltimore","Woodstock,MD,21163","Violation"
"311",23567,"Rock Hall WWTP","north Main St. & Anderson Ave.","Kent","Rock Hall,MD,21661","Violation"
"312",23569,"Centreville WWTP","101 Lawyers Row","Queen Anne's","Centreville,MD,21617","Violation"
"313",23574,"USDA East Side WWTP","Bldg 218, Beaver Dam Road","Prince George's","Beltsville,MD,20705","Violation"
"314",23575,"USDA West Side WWTP","Bldg 015; 3rd St & South Dr","Prince George's","Beltsville,MD,20705","Violation"
"315",23576,"Harwood Landfill, Inc.","4431 Sands Rd","Anne Arundel","Harwood,MD,20776","Violation"
"316",23636,"Chesapeake City South WWTP","307 2nd St","Cecil","Chesapeake City,MD,21915","Violation"
"317",23637,"Bel Alton WWTP","9225 Twinberry Drive","Charles","Bel Alton,MD,20611","Violation"
"318",23638,"Berlin WWTP","9210 Bottle Branch Rd","Worcester","Berlin,MD,21811","Violation"
"319",23641,"Tylerton WWTP","3039 Union Church Rd, Smith Island","Somerset","Tylerton,MD,21866","Violation"
"320",23647,"Maybelle Manor Moblie Home Park","218 Mount Zoar Rd","Cecil","Conowingo,MD,21918","Violation"
"321",23649,"Gerstell Academy","2500 Old Westminster Pike","Carroll","Finksburg,MD,21048","Violation"
"322",23651,"Vienna WWTP","113 Levin-Dorsey Rd","Dorchester","Vienna,MD,21869","Violation"
"323",23652,"Newark WWTP","7025 Worcester Hwy","Worcester","Newark,MD,21841","Violation"
"324",23657,"Preston WWTP","105 Back Landing Rd","Caroline","Preston,MD,21655","Violation"
"325",23658,"Federalsburg Wastewater Treatment Plant","125 Kerney Street","Caroline","Federalsburg,MD,21632","Violation"
"326",23659,"Greensboro WWTP","13514 Greensboro Rd (rte 313)","Caroline","Greensboro,MD,21639","Violation"
"327",23664,"Church Hill WWTP","MD Rte 213","Queen Anne's","Church Hill,MD,21623","Violation"
"328",23665,"Pheasant Ridge MHC LLC","7848 East Hill Rd","Frederick","Mount Airy,MD,21771","Violation"
"329",23666,"Sharptown WWTP","408 Little Water St","Wicomico","Sharptown,MD,21861","Violation"
"330",23668,"Morning Cheer Sandy Cove Ministries","60 Sandy Cove Rd","Cecil","North East,MD,21901","Violation"
"331",23669,"Fruitland Wastewater Treatment Plant","200 Shady Ln","Wicomico","Fruitland,MD,21826","Violation"
"332",23670,"Holiday Mobile Estates WWTP","7810 Clark Rd & Keith Lane","Anne Arundel","Jessup,MD,20794","Violation"
"333",23684,"Tolchester WWTP","22010 Bay Shore Rd","Kent","Chestertown,MD,21620","Violation"
"334",23686,"Somerset County Landfill - Fairmount Site","8716 James Ring Road","Somerset","Westover,MD,21871","Violation"
"335",23689,"Shuler's All Pro Car Wash, Inc.","11070 Cathell Rd.","Worcester","Berlin,MD,21811","Violation"
"336",23692,"Attention To Detail Auto Salon","120 N Paradise Road","Harford","Havre De Grace,MD,21078","Violation"
"337",23872,"John J. DiFonzo Water Reclamation Facility","400 E Offutt St","Allegany","Cumberland,MD,21502","Violation"
"338",23922,"Severn School","201 Water St","Anne Arundel","Severna Park,MD,21146","Violation"
"339",24035,"Cox Creek WWTP","8833 Wagner Station Road","Anne Arundel","Curtis Bay,MD,21226","Violation"
"340",24046,"Anne Arundel County School Transportation Garage","8229 Waterford Road","Anne Arundel","Pasadena,MD,21122","Violation"
"341",24266,"Suburban Airservice","520 Brock Bridge Road","Anne Arundel","Laurel,MD,20724","Violation"
"342",24318,"Ferndale Shell FSH Incorporated","7177 Baltimore Annapolis Blvd","Anne Arundel","Glen Burnie,MD,21061","Violation"
"343",24389,"Dillon's Bus Service","7479 New Ridge Road","Anne Arundel","Hanover,MD,21076","Violation"
"344",24393,"Aggregate Industries - Annapolis RMC","8000 Brock Bridge Road","Anne Arundel","Jessup,MD,20794","Violation"
"345",24415,"Atria Manresa Nursing Home","85 Manresa Rd","Anne Arundel","Annapolis,MD,21409","Violation"
"346",24483,"Chase Elementary School","11701 Eastern Ave","Baltimore","Middle River,MD,21220","Violation"
"347",24703,"Oldfields School","1500 Glencoe Rd","Baltimore","Sparks Glencoe,MD,21152","Violation"
"348",24824,"J. W. Treuth & Sons, Inc","328 Oella Avenue","Baltimore","Catonsville,MD,21228","Violation"
"349",25245,"Hilton Gardens Inn","4770 Owings Mills Boulevard","Baltimore","Owings Mills,MD,21117","Violation"
"350",25373,"Huntingtown High School","4125 Solomons Island Rd","Calvert","Huntingtown,MD,20639","Violation"
"351",25374,"Calverton School","300 Calverton School Road","Calvert","Huntingtown,MD,20639","Violation"
"352",25560,"Taneytown Wastewater Treatment Plant","3200 Whippoorwill Drive","Carroll","Taneytown,MD,21787","Violation"
"353",25771,"Gale-Bailey Elementary School","4740 Pisgah-Marbury Road","Charles","Marbury,MD,20658","Violation"
"354",25781,"Piccowaxen Middle School","12834 Rock Point Rd","Charles","Newburg,MD,20664","Violation"
"355",25886,"Charles County Nursing & Rehab Center, Inc.","10200 La Plata Road","Charles","La Plata,MD,20646","Violation"
"356",25927,"North Dorchester High School","5875 Cloverdale Rd","Dorchester","Hurlock,MD,21643","Violation"
"357",25951,"Norris E. Taylor Contractors, Inc.","9 Washington Street","Dorchester","Cambridge,MD,21613","Violation"
"358",26474,"APG-Aberdeen Area","Aberdeen Area- APG","Harford","Aberdeen Proving Ground,MD,21005","Violation"
"359",26971,"Betterton WWTP","28 Third Ave","Kent","Betterton,MD,21610","Violation"
"360",28150,"WSSC Piscataway WRRF","11 W Farmington Rd","Prince George's","Accokeek,MD,20607","Violation"
"361",28336,"Chaney Enterprises","5200 Chrysler Way","Prince George's","Upper Marlboro,MD,20772","Violation"
"362",28428,"Mobil","7110 Crain Hwy","Prince George's","Bowie,MD,20715","Violation"
"363",28954,"Recycle One Processing & Transfer Station","4700 Lawrence Street","Prince George's","Hyattsville,MD,20781","Violation"
"364",29004,"Aggregate & Dirt Solutions, LLC","5900 Sheriff Road","Prince George's","Capitol Heights,MD,20743","Violation"
"365",29018,"United Road Services, Inc.","2155-C Northbridge Ave","Baltimore City","Curtis Bay,MD,21226","Violation"
"366",29138,"Eastern Pre-Release Unit","700 Flat Iron Square Rd","Queen Anne's","Church Hill,MD,21623","Violation"
"367",29661,"Salisbury Armory","28722 Ocean Gateway","Wicomico","Salisbury,MD,21801","Violation"
"368",29684,"Mardela Middle & High Schools","24940 Delmar Rd","Wicomico","Mardela Springs,MD,21837","Violation"
"369",29763,"Newland Park Municipal Landfill","7161 Brick Kiln Rd","Wicomico","Salisbury,MD,21801","Violation"
"370",29808,"Jubilant Cadista Pharmaceuticals, Inc.","207 Kiley Drive","Wicomico","Salisbury,MD,21801","Violation"
"371",29895,"Hooper's Crab House","12913 Ocean Gateway","Worcester","West Ocean City,MD,21842","Violation"
"372",31218,"Emanuel Tire, LLC","1300 Moreland Ave","Baltimore City","Baltimore,MD,21216","Violation"
"373",31284,"P & J Contracting Company, Inc.","4300 Shannon Dr.","Baltimore City","Baltimore,MD,21213","Violation"
"374",31394,"Baltimore County Sanitary Sewer Overflows","County Wide Sewerage System","Baltimore","County-wide,MD,00000","Violation"
"375",31395,"Baltimore City Sanitary Sewer Overflows","City Wide Sewerage System","Baltimore City","Baltimore,MD,00000","Violation"
"376",31396,"Anne Arundel County Sanitary Sewer Overflows","County Wide Sewerage System, Anne Arundel County","Anne Arundel","County-wide,MD,00000","Violation"
"377",31397,"Calvert County Sanitary Sewer Overflows","County Wide Sewerage System","Calvert","Calvert County Wide,MD,","Violation"
"378",31398,"Charles County Sanitary Sewer Overflows","County Wide Sewerage System","Charles","County-wide,MD,00000","Violation"
"379",31401,"Saint Mary's County Sanitary Sewer Overflows","County Wide Sewerage System","St. Mary's","County-wide,MD,00000","Violation"
"380",31402,"Carroll County Sanitary Sewer Overflows","County Wide Sewerage System","Carroll","County-wide,MD,00000","Violation"
"381",31403,"Frederick County Sanitary Sewer Overflows","County Wide Sewerage System","Frederick","County-wide,MD,00000","Violation"
"382",31404,"Garrett County Sanitary Sewer Overflows","County Wide Sewerage System","Garrett","County-wide,MD,00000","Violation"
"383",31406,"Washington County Sanitary Sewer Overflows","County Wide Sewerage System","Washington","County-wide,MD,00000","Violation"
"384",31407,"Cecil County Sanitary Sewer Overflows","County Wide Sewerage System","Cecil","County-wide,MD,00000","Violation"
"385",31408,"Harford County Sanitary Sewer Overflows","County Wide Sewerage System","Harford","County-wide,MD,00000","Violation"
"386",31409,"Howard County Sanitary Sewer Overflows","County Wide Sewerage System","Howard","County-wide,MD,00000","Violation"
"387",31411,"Kent County Sanitary Sewer Overflows","County Wide Sewerage System","Kent","County-wide,MD,00000","Violation"
"388",31412,"Queen Anne's County Sanitary Sewer Overflows","County Wide Sewerage System","Queen Anne's","County-wide,MD,00000","Violation"
"389",31413,"Somerset County Sanitary Sewer Overflows","County Wide Sewerage System","Somerset","County-wide,MD,00000","Violation"
"390",31414,"Talbot County Sanitary Sewer Overflows","County Wide Sewerage System","Talbot","County-wide,MD,00000","Violation"
"391",31416,"Worcester County Sanitary Sewer Overflows","County Wide Sewerage System","Worcester","County-wide,MD,00000","Violation"
"392",31417,"Washington Suburban Sanitary Commission Sanitary Sewer Overflows","Sewerage Systems in Montgomery & Prince George's Counties","Statewide","PG & Montgolery Counties,MD,00000","Violation"
"393",31447,"Abner's Marina","3705 Harbor Road","Calvert","Chesapeake Beach,MD,20732","Violation"
"394",31553,"Kemira Water Solutions, Inc. - Baltimore Plant","3925 Fort Armistead Road","Baltimore City","Curtis Bay,MD,21226","Violation"
"395",31562,"Greenlight Biofuels Princess Anne, LLC","11501 Progress Lane","Somerset","Princess Anne,MD,21853","Violation"
"396",31572,"Fuel City - 2815 Chestnut Ridge Rd","2815 Chestnut Ridge Rd","Garrett","Grantsville,MD,21536","Violation"
"397",31698,"Camp Winona","6825 Winona Place","Charles","Hughesville,MD,20637","Violation"
"398",31775,"Maryland Correctional Institution (MCI) WWTP","18901 Roxbury Road","Washington","Hagerstown,MD,21740","Violation"
"399",31782,"Brandon Shores Generating Station","2030 Brandon Shores Rd,","Anne Arundel","Curtis Bay,MD,21226","Violation"
"400",31795,"Lake Haven Mobile Home Park WWTP","11003 Grays Corner Rd","Worcester","Berlin,MD,21811","Violation"
"401",31846,"C. A. Bean, Inc. - Mechanicsville","29056 Three Notch Rd","St. Mary's","Mechanicsville,MD,20659","Violation"
"402",32137,"Elizabeth Wilson Residence","Whale Point Lane","Kent","Rock Hall,MD,21661","Violation"
"403",32172,"Southern States Cooperative","881 Wilson Rd","Cecil","Rising Sun,MD,21911","Violation"
"404",32218,"WSSC - Bi-County Water Main Package Wastewater Treatment Plant","9212 Kensington Pkwy, Tunnel between Tuckerman Lane & Stoneybrook Dr","Montgomery","Chevy Chase,MD,20815","Violation"
"405",32377,"Buzz's Marina","49675 Buzz's Marina Way","St. Mary's","Ridge,MD,20680","Violation"
"406",32445,"The Gardens Ice House","13800 Old Gunpowder Rd","Prince George's","Laurel,MD,20707","Violation"
"407",32502,"Harford County Public Schools Administration Building","102 S. Hickory Avenue","Harford","Bel Air,MD,21014","Violation"
"408",32506,"WM Recycle America, LLC","7175 Kit Kat Rd","Howard","Elkridge,MD,21075","Violation"
